batch_no	seed_proposal_key	source_id	source_key	source_node_type	name	source_path	root_name	root_source_key	parent_name	parent_source_key	parent_path	grandparent_name	grandparent_path	depth	is_leaf	child_count	descendant_count	descendant_leaf_count	sample_children	sibling_count	sample_siblings	ancestor_chain	same_name_cicw_count	same_name_cicw_paths	same_name_other_source_count	same_name_other_source_refs	reviewed_anchor_relation	reviewed_anchor_batch_no	reviewed_anchor_name	reviewed_anchor_semantic_kind	reviewed_anchor_decision	lexical_cues	current_semantic_kind	current_review_decision	gpt_semantic_kind	gpt_review_decision	merge_candidate_keys	gpt_reason
288	25589652f4425542397a118d9e0832fcccf7456cdaaaa3fad3a0ab4f1b5ac996	CIC_W	362	W_MID	사석공사	하천및항만공사 > 사석공사	하천및항만공사	36	하천및항만공사	36	하천및항만공사			2	NO	8	8	8	기초사석 | 근고석 | 속채움사석 | 필터사석 | 피복석 | 뒷채움사석 | 슬래그 | 고르기	5	준설 | 호안용콘크리트구조물제작및거치 | 호안공사 | 항만부속설비공사 | 하천 항만부속공사	하천및항만공사 > 사석공사	1	하천및항만공사 > 사석공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
289	45f5473496768d726852f06ebd196577a5e432ce27311724c6c8405d6dfa33e4	CIC_W	592	W_MID	이식및식재공사	조경공사 > 이식및식재공사	조경공사	59	조경공사	59	조경공사			2	NO	8	8	8	교목이식공사 | 관목이식공사 | 교목식재공사 | 관목식재공사 | 지피류및초화류식재 | 묘목식재 | 지피류및초화류식재 | 식재보호공사	7	토양준비및흙쌓기 | 잔디공사 | 녹화및보호공사 | 파종및살포 | 조경시설물설치 | 조경유지관리 | 기타조경공사	조경공사 > 이식및식재공사	1	조경공사 > 이식및식재공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
290	c10f96ee20d00464f3b4ea1b074ba9620c8066201bc391b134cbded068696ea4	CIC_W	623	W_MID	공기조화기기설비공사	열원기기설비및공기조화설비공사 > 공기조화기기설비공사	열원기기설비및공기조화설비공사	62	열원기기설비및공기조화설비공사	62	열원기기설비및공기조화설비공사			2	NO	8	8	8	공조기및팬공사 | 온수분배기 방열기설치공사 | 컨벡터설치공사 | 적외선히터설치공사 | 전열교환기설치공사 | 휀코일유닛설치공사 | 팩키지유닛설치공사 | 기타공조기기설비설치공사	5	보일러부․부속공사 | 냉동기․냉각탑공사 | 덕트공사 | 열교환기 탱크 헤더설치공사 | 냉온수기설치공사	열원기기설비및공기조화설비공사 > 공기조화기기설비공사	1	열원기기설비및공기조화설비공사 > 공기조화기기설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
291	9edb679b680f91dc4b59028ed1a3fc36cabfcd4064e1de1c0955a8be0c4cc257	CIC_W	861	W_MID	감시제어및계장설비공사	기타전기설비공사 > 감시제어및계장설비공사	기타전기설비공사	86	기타전기설비공사	86	기타전기설비공사			2	NO	8	8	8	제어설비공사 | 조명제어설비공사 | 전력제어설비공사 | 승강기제어설비공사 | 화재감시제어설비공사 | 중앙감시제어설비공사 | 건축물통합감시설비공사 | 기타제어설비공사	3	건축물전기설비공사 | 기타전기설비공사 | 안전관련전기설비공사	기타전기설비공사 > 감시제어및계장설비공사	1	기타전기설비공사 > 감시제어및계장설비공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사|CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
292	babfac9ce8f9462c59e0fbdca711525e5a5ce6779eab1511d2d80da2c12ae4b1	CIC_W	023	W_MID	도급자용가설건물	가설건물 시설물(간접가설공사) > 도급자용가설건물	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)			2	NO	7	7	7	도급자가설현장사무실 | 도급자가설창고 | 도급자가설작업실 | 도급자가설실험실 | 도급자가설화약고 | 도급자가설숙소 | 도급자가설화장실 샤워실	7	가설부지 | 발주자용가설건물 시설 | 가설편의시설및부대시설 | 업무용운송시설 | 가설울타리및현장출입문 | 가설안내시설및표지판 | 가설설비	가설건물 시설물(간접가설공사) > 도급자용가설건물	1	가설건물 시설물(간접가설공사) > 도급자용가설건물	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
293	7b4427caf263423a5af364d0799a2a4b45ae1faa3f6bdadfaa57703de5777aeb	CIC_W	125	W_MID	댐 제방계측	계측 > 댐 제방계측	계측	12	계측	12	계측			2	NO	7	7	7	댐체변위측정계 | 콘크리트및이음변형측정계 | 침하측정점 | 지진계 | 누수량측정장치 | 수위측정기 | 댐계측관련설비	8	토공사계측 | 구조체계측 | 터널공사계측 | 교량공사계측 | 단열 방음및방수공사계측 | 전기설비계측 | 기계설비계측 | 기타공사계측	계측 > 댐 제방계측	1	계측 > 댐 제방계측	0		SAME_ROOT	83	RockBolt축력및인발측정	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
294	88efd6f1c8e2663a99eb07662cd6cf1d68577d3a65fa6f49936b15a0fff69b94	CIC_W	184	W_MID	지하지장물철거 해체	철거해체공사및시설물보호 > 지하지장물철거 해체	철거해체공사및시설물보호	18	철거해체공사및시설물보호	18	철거해체공사및시설물보호			2	NO	7	7	7	콘크리트관제거 | 주철관제거 | 강관제거 | PVC관제거 | 통신케이블제거 | 전선관로제거 | 기타지하지장물제거	8	지상지장물철거 해체 | 지상구조물철거 해체 | 해상구조물철거 해체 | 지하구조물제거 - - 대․중․소 분류대․중․소 분류 | 기계설비철거 해체 | 전기 통신설비철거 해체 | 지장물보호 | 기타철거 해체공사및시설물보호	철거해체공사및시설물보호 > 지하지장물철거 해체	1	철거해체공사및시설물보호 > 지하지장물철거 해체	0		CHILD	80	PVC관제거	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
295	14a8d996416e0a46208aa03eb0e0fb6bbda385074ba8671f2071452a6f019674	CIC_W	186	W_MID	기계설비철거 해체	철거해체공사및시설물보호 > 기계설비철거 해체	철거해체공사및시설물보호	18	철거해체공사및시설물보호	18	철거해체공사및시설물보호			2	NO	7	7	7	배관철거 해체 | 덕트철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 보온재철거 해체 | 위생도기철거 해체 | 기타설비철거 해체	8	지상지장물철거 해체 | 지상구조물철거 해체 | 해상구조물철거 해체 | 지하지장물철거 해체 | 지하구조물제거 - - 대․중․소 분류대․중․소 분류 | 전기 통신설비철거 해체 | 지장물보호 | 기타철거 해체공사및시설물보호	철거해체공사및시설물보호 > 기계설비철거 해체	1	철거해체공사및시설물보호 > 기계설비철거 해체	0		SAME_ROOT	80	PVC관제거	AMBIGUOUS	HOLD	CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
296	d3a5b62fc9f921c44872831f5a6db30dda4fdad4229eaab7b8aa114b76c3d9b9	CIC_W	187	W_MID	전기 통신설비철거 해체	철거해체공사및시설물보호 > 전기 통신설비철거 해체	철거해체공사및시설물보호	18	철거해체공사및시설물보호	18	철거해체공사및시설물보호			2	NO	7	7	7	배관철거 해체 | 관로철거 해체 | 장비철거 해체 | 잡철물철거 해체 | 옥내설비철거 해체 | 옥외설비철거 해체 | 기타설비철거 해체	8	지상지장물철거 해체 | 지상구조물철거 해체 | 해상구조물철거 해체 | 지하지장물철거 해체 | 지하구조물제거 - - 대․중․소 분류대․중․소 분류 | 기계설비철거 해체 | 지장물보호 | 기타철거 해체공사및시설물보호	철거해체공사및시설물보호 > 전기 통신설비철거 해체	1	철거해체공사및시설물보호 > 전기 통신설비철거 해체	0		SAME_ROOT	80	PVC관제거	AMBIGUOUS	HOLD	CONTAINS_설비	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
297	05eb3e36c8f5fdcce15db96bd2efa226b94e3667b56e30da9de3c1df8c4d3979	CIC_W	254	W_MID	거푸집공사	철근콘크리트공사 > 거푸집공사	철근콘크리트공사	25	철근콘크리트공사	25	철근콘크리트공사			2	NO	7	7	7	거친마감거푸집 | 보통마감거푸집 | 매끈한마감거푸집 | 특정마감거푸집 | 특수거푸집공사 | 시스템거푸집 | 거푸집부속공사	5	콘크리트자재 | 콘크리트생산및구입 | 콘크리트타설 | 콘크리트보강공사 | 콘크리트부속공사	철근콘크리트공사 > 거푸집공사	1	철근콘크리트공사 > 거푸집공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
298	693e3ce3b0d9c873382dcaa5f43db9da486f06e528222facc36d568297b97a2e	CIC_W	314	W_MID	토목배관부대공사	토목배관공사및배수공사 > 토목배관부대공사	토목배관공사및배수공사	31	토목배관공사및배수공사	31	토목배관공사및배수공사			2	NO	7	7	7	배관보온 보호공사 | 구조물배관접합 | 관부사 | 검사관설치 | 스핀들 | 경사판설치 | 기타토목배관부대공사	4	토목배관부설 | 토목배관부속설비 | 상수도관갱생 | 하수도관갱생	토목배관공사및배수공사 > 토목배관부대공사	1	토목배관공사및배수공사 > 토목배관부대공사	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
299	a53cc7b397ecf784f7fce5f30f6f50e52dae2e827bab41c38478ecf6a51ca596	CIC_W	411	W_MID	벽돌조적공사	조적공사 > 벽돌조적공사	조적공사	41	조적공사	41	조적공사			2	NO	7	7	7	시멘트벽돌 | 점토질벽돌 | 경량벽돌 | 고압벽돌 | 내화벽돌 | 내부식성벽돌 | 특수벽돌	6	블록조적공사 | ALC공사 | 유리블록 | 가공석재조적 | 조적용조립판넬 | 조적부속공사	조적공사 > 벽돌조적공사	1	조적공사 > 벽돌조적공사	0		SIBLING	51	ALC공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
300	621883216658ee8b51a882458b863caac6f0ef0a3aa90a6ae210d979ceff9c6d	CIC_W	425	W_MID	마감목공사	목공사 > 마감목공사	목공사	42	목공사	42	목공사			2	NO	7	7	7	목조바닥깔기 | 목조칸막이틀 | 벽체띠장설치 | 벽체목재마감 | 목조반자틀 | 목재천정마감 | 목조지붕널덮기	5	가구식구조목공사 | 통나무구조목공사 | 가공목재조립식구조목공사 | 목조부속목공사 | 목재처리	목공사 > 마감목공사	1	목공사 > 마감목공사	0		SIBLING	94	가공목재조립식구조목공사	PROCESS	KEEP_AS_DISTINCT	ENDS_WITH_공사	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
301	e683e7b2b273471998aeddcc327d4baecc37bb99b92f16d2aaa27d3a53d282d5	CIC_W	541	W_MID	바닥깔기	수장공사 > 바닥깔기	수장공사	54	수장공사	54	수장공사			2	NO	7	7	7	온돌마루깔기 | 합성수지쉬트 | 합성수지판재 | 카페트깔기 | 이중바닥판(Accessfloor) | 인조잔디깔기 | 돗자리 다다미	6	칸막이공사 | 벽체붙이기 | 천정판재붙이기 | 도배공사 | 박판쉬트(비니어)붙이기 | 장식공사	수장공사 > 바닥깔기	1	수장공사 > 바닥깔기	0		SAME_ROOT	93	UBR(UnitBathRoom)설치	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
302	ce15610a4e31dc60519f4c1b343d5cbfad096cf9ac6920fe8fe0e6ca5c32e2e9	CIC_W	551	W_MID	바탕처리	도장공사 > 바탕처리	도장공사	55	도장공사	55	도장공사			2	NO	7	7	7	금속제바탕처리 | 목재바탕처리 | 미장및콘크리트면바탕처리 | 석고보드 종이면바탕처리 | 오일스테인 | 목재방부칠 | 기타도장바탕처리	8	방청성페인트 | 유성페인트 | 바니쉬 에나멜페인트 | 락카 | 수성페인트 | 합성수지페인트 | 특수페인트 | 기타도장공사	도장공사 > 바탕처리	1	도장공사 > 바탕처리	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
303	2cf634c78acd0c1d65c2e17f2ce8b293dff56c57a44de00f9c4f334f033c2606	CIC_W	597	W_MID	조경유지관리	조경공사 > 조경유지관리	조경공사	59	조경공사	59	조경공사			2	NO	7	7	7	전정 | 교목수간보호 - - 대․중․소 분류대․중․소 분류 | 관수 | 제초및잔디깍기 | 시비 | 약제살포 | 월동작업	7	토양준비및흙쌓기 | 이식및식재공사 | 잔디공사 | 녹화및보호공사 | 파종및살포 | 조경시설물설치 | 기타조경공사	조경공사 > 조경유지관리	1	조경공사 > 조경유지관리	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
304	56c9b1d2639a8d42a943515b10f2f0b623498a479dee255b9768e58949e8a2a5	CIC_W	021	W_MID	가설부지	가설건물 시설물(간접가설공사) > 가설부지	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)	02	가설건물 시설물(간접가설공사)			2	NO	6	6	6	발주자가설건물부지 | 도급자가설건물부지 | 가설공사용부지 | 토사 자재야적장 | 토사 자재폐기장 | 가설도로및주차장부지	7	발주자용가설건물 시설 | 도급자용가설건물 | 가설편의시설및부대시설 | 업무용운송시설 | 가설울타리및현장출입문 | 가설안내시설및표지판 | 가설설비	가설건물 시설물(간접가설공사) > 가설부지	1	가설건물 시설물(간접가설공사) > 가설부지	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
305	ee76e4a5630da67880b1627a5560ceec76156d6c14926c8f9aa2b6055eeae525	CIC_W	032	W_MID	가설작업보조시설	본공사성가설공사 > 가설작업보조시설	본공사성가설공사	03	본공사성가설공사	03	본공사성가설공사			2	NO	6	6	6	가설비계 | 동바리 | 작업안전및가설방호시설 | 공사중공공이용시설 | 공사용가설설비 | 가설보호막	6	공사용가설도로 | 가설흙막이및지보공사 | 터널가설 | 교량가설 | 가물막이 | 가체절	본공사성가설공사 > 가설작업보조시설	1	본공사성가설공사 > 가설작업보조시설	0		SIBLING	100	가물막이	PROCESS	KEEP_AS_DISTINCT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
306	eb4509535157edb86ac8f9a6ec0e7a2196b60a0d293d3c3b8f960af93d805e15	CIC_W	051	W_MID	가설공해방지	현장유지관리 > 가설공해방지	현장유지관리	05	현장유지관리	05	현장유지관리			2	NO	6	6	6	가설수질오염방지 | 토질오염방지 | 대기오염방지 | 소음진동방지 | 도로오염방지 - - 대․중․소 분류대․중․소 분류 | 폐기물처리	2	기존도로유지보수 | 준공및현장정리	현장유지관리 > 가설공해방지	1	현장유지관리 > 가설공해방지	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
307	8b329e339c56ddbd992c483c14f39db1b2b4cec6d0993cbcaac5927e21bb00a2	CIC_W	058	W_MID	준공및현장정리	현장유지관리 > 준공및현장정리	현장유지관리	05	현장유지관리	05	현장유지관리			2	NO	6	6	6	현장상시정리 | 정기안전점검 | 사후환경평가 | 구조물건전성평가 | 준공관련시설물 | 준공정리	2	가설공해방지 | 기존도로유지보수	현장유지관리 > 준공및현장정리	1	현장유지관리 > 준공및현장정리	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
308	49813a06650a6f985c06e76617c30edaad73ea0ceb6e97cf7f2851c856627f90	CIC_W	072	W_MID	토목품질시험	품질시험 > 토목품질시험	품질시험	07	품질시험	07	품질시험			2	NO	6	6	6	도로 | 철도 | 교량 | 터널 | 수공구조물공사 | 배관및배수	6	공통품질시험 | 건축품질시험 | 기계품질시험 | 전기품질시험 | 통신품질시험 | 기타품질시험	품질시험 > 토목품질시험	1	품질시험 > 토목품질시험	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
309	50c34f99212a685fb0c43afbdd71afd6b0a5d376c07ea999f19274d41ea3fd88	CIC_W	087	W_MID	건축관리시험(마감)	건축품질시험 > 건축관리시험(마감)	건축품질시험	08	건축품질시험	08	건축품질시험			2	NO	6	6	6	미장 | 타일 | 수장 | 도장 | 창호 | 금속재	5	건축선정시험(토공 기초 구조체) | 건축관리시험(토공 기초 구조체) | 건축관리시험(단열 방수 지붕) | 건축기계 전기시험 | 건축공사검사시험	건축품질시험 > 건축관리시험(마감)	1	건축품질시험 > 건축관리시험(마감)	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
310	cfee7cb4e64617349f577b98e308dfd6e7efb02f623e7eef4c778dc901c3b511	CIC_W	123	W_MID	터널공사계측	계측 > 터널공사계측	계측	12	계측	12	계측			2	NO	6	6	6	터널내공변위측정 | 터널천단침하측정 | 터널내지중변위측정 | RockBolt축력및인발측정 | Shotcrete응력측정 | 지표및지중침하측정	8	토공사계측 | 구조체계측 | 교량공사계측 | 댐 제방계측 | 단열 방음및방수공사계측 | 전기설비계측 | 기계설비계측 | 기타공사계측	계측 > 터널공사계측	1	계측 > 터널공사계측	0		CHILD	83	RockBolt축력및인발측정	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
311	d80fbdfd0068168ac8242fd71420c4123ca8237ff09ba28e8d27b0c95bda4014	CIC_W	135	W_MID	실내실험	지반조사 > 실내실험	지반조사	13	지반조사	13	지반조사			2	NO	6	6	6	일반실내실험 | 화학성분실험 | 실내다짐도실험 | 투수시험 | 흙의강도시험 | 토사류기타시험	5	시험굴착 | 시추(보링) | 샘플링 | 현장시험 | 암석 암반시험	지반조사 > 실내실험	1	지반조사 > 실내실험	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
312	633de30a44241ed07e03d528d596baef9d775e80c0babbd78a62af930048c012	CIC_W	211	W_MID	표토제거및부지정지	토공사 > 표토제거및부지정지	토공사	21	토공사	21	토공사			2	NO	6	6	6	표토제거 | 일반부지정지 | 절토면고르기 | 성토면고르기 | 사면면고르기 | 구조물지정	7	흙깍기(절토) | 터파기 | 트랜치터파기 | 흙쌓기(성토) | 되메우기 | 토사처리및운반 | 사면보호	토공사 > 표토제거및부지정지	1	토공사 > 표토제거및부지정지	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
313	f95509df7ab07fb93be69baac9729f03f37ac11cf78ec8c30dbf82580e3ca5fd	CIC_W	222	W_MID	표층처리	지반개량및지반보강공사 > 표층처리	지반개량및지반보강공사	22	지반개량및지반보강공사	22	지반개량및지반보강공사			2	NO	6	6	6	재하공법 | 압성토공법 | 표층배수공법 | 샌드매트공법 | 부설재공법(PP PE매트) | 화학처리공법	6	치환 | 지반배수 | 고결공법 | 다짐공법 | 지반그라우팅 | 지반앵커(GroundAnchor)	지반개량및지반보강공사 > 표층처리	1	지반개량및지반보강공사 > 표층처리	0		SAME_ROOT	61	GCP(GravelCompactionPile)	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
314	66dbb7d89e4a14636cd8431711be1e61d8aeb717920c0bfae3ea843ad2e9bacf	CIC_W	223	W_MID	지반배수	지반개량및지반보강공사 > 지반배수	지반개량및지반보강공사	22	지반개량및지반보강공사	22	지반개량및지반보강공사			2	NO	6	6	6	샌드드레인 | 페이퍼드레인 | 팩드레인 | 웰포인트 | 프렌치드레인 | 대기압공법	6	치환 | 표층처리 | 고결공법 | 다짐공법 | 지반그라우팅 | 지반앵커(GroundAnchor)	지반개량및지반보강공사 > 지반배수	1	지반개량및지반보강공사 > 지반배수	0		SAME_ROOT	61	GCP(GravelCompactionPile)	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
315	762f6dec5101d05267921403ca4c5e22f7758b93eecbdc5d628d89d40cc66519	CIC_W	224	W_MID	고결공법	지반개량및지반보강공사 > 고결공법	지반개량및지반보강공사	22	지반개량및지반보강공사	22	지반개량및지반보강공사			2	NO	6	6	6	혼합공법 | 석회파일공법(SCW) | 전기침투공법 | 약액주입공법 | 동결공법 | 소결공법	6	치환 | 표층처리 | 지반배수 | 다짐공법 | 지반그라우팅 | 지반앵커(GroundAnchor)	지반개량및지반보강공사 > 고결공법	1	지반개량및지반보강공사 > 고결공법	0		SAME_ROOT	61	GCP(GravelCompactionPile)	AMBIGUOUS	HOLD	CONTAINS_공법	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
316	d32db45f90e0d2a3c8e5b9da8508f1d5aceb6921cefa9c5ac4faf56cf3683d69	CIC_W	225	W_MID	다짐공법	지반개량및지반보강공사 > 다짐공법	지반개량및지반보강공사	22	지반개량및지반보강공사	22	지반개량및지반보강공사			2	NO	6	6	6	바이브로플로우테이션 | 바이브로콤포우저 | 진동다짐 | 폭파다짐 | SCP(SandCompactionPile) | GCP(GravelCompactionPile)	6	치환 | 표층처리 | 지반배수 | 고결공법 | 지반그라우팅 | 지반앵커(GroundAnchor)	지반개량및지반보강공사 > 다짐공법	1	지반개량및지반보강공사 > 다짐공법	0		CHILD	61	GCP(GravelCompactionPile)	AMBIGUOUS	HOLD	CONTAINS_공법	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
317	07341c776573199af8b2235389736753f5756770450e10db8e5111cc6c364ffb	CIC_W	264	W_MID	토목PC구조부재조립	프리케스트콘크리트공사 > 토목PC구조부재조립	프리케스트콘크리트공사	26	프리케스트콘크리트공사	26	프리케스트콘크리트공사			2	NO	6	6	6	일반PC보조립 | 프리텐션PC보조립 | 포스트텐션PC보조립 | 프리프렉스PC보조립 | 기둥조립 | PC슬라브조립	7	PC형틀및생산시설 | PC부재생산 | PC부재운반 | 기타토목PC부재조립 | 건축PC구조부재조립 | 현장틸트-업콘크리트공사 | PC부속공사	프리케스트콘크리트공사 > 토목PC구조부재조립	1	프리케스트콘크리트공사 > 토목PC구조부재조립	0		CHILD	74	PC슬라브조립	AMBIGUOUS	HOLD	MATERIAL_LIKE_TOKEN	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
318	bd90ea68420260c25122b721a943a0c96032f06305512a5ea784c26a482d2f23	CIC_W	311	W_MID	토목배관부설	토목배관공사및배수공사 > 토목배관부설	토목배관공사및배수공사	31	토목배관공사및배수공사	31	토목배관공사및배수공사			2	NO	6	6	6	콘크리트관부설 | 금속관부설 | 프라스틱관부설 | 신축관 | 토목배관이음쇠 | 토목배관벨브	4	토목배관부대공사 | 토목배관부속설비 | 상수도관갱생 | 하수도관갱생	토목배관공사및배수공사 > 토목배관부설	1	토목배관공사및배수공사 > 토목배관부설	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
319	5b5a63178cad24e81f0805add9a6a5abca3a74cc47046d945e3f7325098d3835	CIC_W	338	W_MID	철로보선작업	궤도및철로공사 > 철로보선작업	궤도및철로공사	33	궤도및철로공사	33	궤도및철로공사			2	NO	6	6	6	레일보선 | 분기부레일보선 | 침목및체결보선 | 철도자재교환 | 도상보수 | 철도부대시설보수	5	도상설치공사 | 궤도부설 | 분기기설치 | 건널목공사 | 철도부속설비	궤도및철로공사 > 철로보선작업	1	궤도및철로공사 > 철로보선작업	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	ENDS_WITH_작업	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
320	47b68ca576108fb28063bf570f851efc0ff341b58accf5ef4a397c0f3a083483	CIC_W	353	W_MID	터널보강및안정	터널공사 > 터널보강및안정	터널공사	35	터널공사	35	터널공사			2	NO	6	6	6	터널락볼트 | 터널복공뒷채움 | 막장안정 | 감지천공 | 갱구숏크리트(Shotcrete) | 터널영구계측설비설치	5	터널굴착공사 | 터널라이닝 | 터널방수및배수 | 터널지보및거푸집 | 터널내부마감공사	터널공사 > 터널보강및안정	1	터널공사 > 터널보강및안정	0		SAME_ROOT	68	NATM공법굴착	PROCESS	KEEP_AS_DISTINCT	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
321	93d18db94231cee317fd601cee60906f23dc1ab2d4c5fbbc8d3ec7be9da212d9	CIC_W	371	W_MID	휠댐(제방)	댐공사 > 휠댐(제방)	댐공사	37	댐공사	37	댐공사			2	NO	6	6	6	불투수성재료축조 | 휠터재료축조 | 사력재료축조 | 암석재료축조 | 랜덤재료축조 | Riprap재료축조	1	표면차수벽형댐	댐공사 > 휠댐(제방)	1	댐공사 > 휠댐(제방)	0		CHILD	82	Riprap재료축조	AMBIGUOUS	HOLD	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
322	e500e995fd6b12007824612b10aa49b2d3060bee64edb60b02f8010b2d95a45f	CIC_W	434	W_MID	금속잇기	지붕및홈통공사 > 금속잇기	지붕및홈통공사	43	지붕및홈통공사	43	지붕및홈통공사			2	NO	6	6	6	함석잇기 | 동판잇기 | 스틸테크잇기 | 알루니늄판잇기 | 스테인레스스틸판잇기 | 법랑피복철판잇기	6	자연형지붕잇기 | 기와잇기 | 슬레이트잇기 | 시트지붕 | 지붕판넬 | 홈통공사및지붕부속공사	지붕및홈통공사 > 금속잇기	1	지붕및홈통공사 > 금속잇기	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
323	c96e5e837e8c53712e7efa698aabb11db1bb0b14b36a97fb594b1801bb9c198d	CIC_W	435	W_MID	시트지붕	지붕및홈통공사 > 시트지붕	지붕및홈통공사	43	지붕및홈통공사	43	지붕및홈통공사			2	NO	6	6	6	변형아스팔트루핑 | 혼성중합체플라스틱시트지붕 | 에틸렌중합체시트지붕 | 염화폴리비닐시트지붕 | 열가소성올레핀시트지붕 | 니트릴부타디엔폴리머시트지붕	6	자연형지붕잇기 | 기와잇기 | 슬레이트잇기 | 금속잇기 | 지붕판넬 | 홈통공사및지붕부속공사	지붕및홈통공사 > 시트지붕	1	지붕및홈통공사 > 시트지붕	0		NONE	EMPTY	EMPTY	EMPTY	EMPTY	NONE	AMBIGUOUS	UNREVIEWED	PENDING	PENDING	EMPTY	EMPTY
